date,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,T
127,642.26,1586.65,1400.81,554.08,2387.99,9056.25,47.21,522.2,2388.08,8134.49,8.4476,391,39.08,23.34,161
128,641.54,1592.2,1397.34,554.16,2388.01,9054.43,47.2,522.36,2388.05,8142.32,8.4098,392,39.05,23.3966,160
129,641.66,1590.59,1400.25,554.6,2388.07,9052.79,47.23,522.19,2387.99,8139.65,8.3986,392,38.96,23.4331,159
130,642.06,1584.83,1409.98,554.42,2387.99,9060.71,47.26,522.4,2388.05,8137.8,8.4145,391,38.92,23.3645,158
131,641.96,1587.61,1394.26,554.88,2388.01,9055.73,47.36,522.37,2387.98,8141.5,8.4074,392,39.02,23.4016,157
132,642.01,1586.66,1398.78,554.4,2388.13,9059.84,47.12,522.25,2388.03,8140.33,8.4102,390,38.91,23.313,156
133,642.84,1581.22,1393.87,554.21,2388.04,9060.79,47.18,521.71,2388.05,8140.53,8.4054,392,38.89,23.2668,155
134,642.76,1586.44,1406.2,553.88,2388.02,9061.2,47.17,521.95,2388.02,8142.84,8.381,390,38.95,23.3367,154
135,642.02,1580.12,1404.56,554.52,2388.01,9051.53,47.34,522.13,2388.03,8129.68,8.4108,392,38.91,23.3992,153
136,642.06,1582.91,1402.67,554.5,2388.05,9056.59,47.09,521.86,2387.99,8142.13,8.3889,389,39,23.4236,152
137,642.46,1585.36,1406.79,554.42,2388.01,9057.59,47.39,522.21,2388,8135.55,8.369,391,38.98,23.3517,151
138,642.34,1585.19,1398.95,555.03,2387.99,9063.57,47.16,521.73,2388.04,8137.5,8.4125,392,38.82,23.4346,150
139,642.63,1590.88,1400.87,554.24,2388.06,9057.55,47.3,522.61,2388.03,8139.9,8.3919,391,38.94,23.4316,149
140,642.29,1593.7,1403.14,554.86,2388.09,9051.91,47.32,522.49,2387.95,8139.78,8.4243,392,39.01,23.474,148
141,642.07,1585.09,1403.25,554.7,2388.05,9057.75,47.43,522.5,2388.05,8137.35,8.4254,393,39.02,23.4038,147
142,641.91,1586.41,1401.27,554.18,2388.08,9060.33,47.3,522.18,2388.04,8134.04,8.3936,391,39,23.4716,146
143,642.31,1588.88,1400.49,554.05,2388.03,9057.74,47.3,521.73,2388.05,8138.17,8.423,393,38.82,23.4197,145
144,642.02,1584.35,1401.21,553.96,2388.03,9060.12,47.32,522.11,2388.01,8141.03,8.3836,392,39.19,23.3494,144
145,642.01,1582.72,1403.53,554.1,2387.97,9059.1,47.33,521.93,2388.08,8146.37,8.3967,393,38.83,23.5167,143
146,642.52,1590.06,1405.09,554.25,2388.05,9051,47.3,522,2388.04,8140.25,8.4074,391,38.97,23.4017,142
147,642.27,1588.78,1394.58,554.16,2388.05,9055.27,47.48,521.91,2388.06,8134.58,8.3896,393,38.89,23.3356,141
148,642.65,1584.5,1398.3,554.32,2388.02,9055.59,47.31,522.57,2388.06,8140.37,8.4128,393,39.13,23.3971,140
149,642.03,1587.88,1404.41,553.84,2388.04,9057.81,47.31,521.87,2388,8138.62,8.387,391,38.89,23.4024,139
150,642.62,1585.43,1393.74,554.13,2388.01,9056.95,47.15,522.22,2388.02,8138.55,8.4175,391,39.03,23.2996,138
151,642.54,1590.21,1398.31,553.66,2387.98,9055.31,47.33,522.28,2388.04,8143.3,8.4173,390,38.92,23.3831,137
152,642.38,1583.49,1400.9,553.86,2388.06,9052.6,47.25,522.06,2388.07,8136.96,8.4123,391,38.86,23.3666,136
153,641.96,1594.33,1397.52,553.78,2388.09,9058.68,47.29,521.82,2388.07,8134.54,8.4262,392,38.71,23.3222,135
154,642.34,1591.3,1413.28,554.45,2388.01,9055.03,47.23,522.21,2388.02,8137.22,8.4161,391,38.89,23.4216,134
155,642.17,1580.93,1397.45,553.84,2388.06,9054.82,47.23,521.91,2388.07,8146.25,8.4029,392,38.99,23.3634,133
156,642.15,1578.73,1399.13,554.7,2388.04,9057.22,47.31,522.14,2388.07,8139.57,8.4075,391,39.07,23.3474,132
157,642.04,1588.7,1400.63,553.71,2388.07,9065.16,47.45,522.25,2388.06,8143.04,8.4137,394,38.97,23.2225,131
158,641.99,1586.95,1404.68,554.67,2388.02,9057.68,47.45,522.32,2388.03,8140.57,8.4324,392,39.03,23.422,130
159,641.81,1593.89,1399.71,553.7,2388.04,9058.8,47.26,522.2,2388,8138.61,8.4138,393,38.89,23.3979,129
160,642.53,1585.65,1409.72,554.65,2388.07,9059.7,47.46,521.96,2388.05,8144.03,8.4012,393,38.92,23.4119,128
161,642.08,1586.65,1396.32,554.18,2388.05,9057.22,47.19,521.96,2388.04,8140.21,8.4601,393,38.83,23.4036,127
162,641.71,1588.83,1401.23,553.95,2388.06,9062.65,47.42,522.09,2388.01,8134.78,8.3739,392,39.05,23.4045,126
163,642.88,1589.56,1396.2,553.96,2388.08,9059.47,47.29,521.55,2388.05,8142.54,8.3904,392,38.94,23.4442,125
164,642.82,1588.23,1405.5,554.31,2387.99,9055.65,47.32,521.74,2388.04,8138.6,8.4304,391,38.97,23.4381,124
165,642.17,1588.55,1402.96,553.71,2388.03,9060.97,47.39,522.28,2387.97,8134.48,8.4068,392,38.93,23.4707,123
166,641.79,1589.09,1394.26,553.71,2388.03,9060.46,47.43,521.96,2388.01,8142.11,8.4111,392,38.87,23.4352,122
167,642.25,1588.74,1395.35,553.62,2388.01,9056.24,47.39,522.11,2388.03,8148.57,8.4261,393,38.84,23.3977,121
168,642.55,1593.95,1404.01,554.32,2388.04,9055.88,47.3,521.89,2388.04,8135.51,8.4329,391,38.84,23.3787,120
169,642.26,1581.85,1406.06,553.06,2388.06,9059.37,47.33,521.77,2388.09,8141.96,8.4214,391,38.93,23.3766,119
170,642.14,1577.26,1405.93,553.84,2388.03,9065.67,47.35,522.36,2388.07,8140.59,8.4079,394,38.88,23.3532,118
171,642.21,1587.94,1410.34,553.84,2388.03,9060.51,47.34,521.89,2388.02,8143.29,8.4027,392,38.91,23.287,117
172,642.07,1589.42,1398.26,553.69,2388.06,9055.7,47.25,521.42,2388.09,8134.03,8.4109,392,39.09,23.3496,116
173,642.66,1589,1403.22,554.64,2388.04,9058.55,47.27,521.4,2388.05,8140.73,8.4288,392,38.92,23.3576,115
174,642.34,1588.01,1403.24,553.76,2388.08,9066.4,47.31,521.85,2388.04,8144.79,8.3994,394,39.02,23.3513,114
175,642.46,1584.58,1398.37,554.01,2388.02,9067.91,47.45,522.2,2388.08,8140.85,8.417,393,38.88,23.3065,113
176,642.32,1585.73,1405.47,554.15,2388.04,9058.59,47.22,521.54,2388.07,8147.04,8.4189,392,39.08,23.4372,112
177,642.35,1586.88,1400.31,554.59,2388.06,9057.99,47.42,521.95,2388.04,8139,8.4153,393,38.74,23.3538,111
178,642.43,1590.29,1404.39,553.83,2388.04,9056.85,47.56,521.97,2388.07,8146.93,8.3914,391,38.85,23.353,110
179,642.33,1584.55,1399.3,553.86,2388.03,9060.98,47.37,522.48,2388.03,8140.62,8.4462,394,38.91,23.3329,109
180,642.5,1593.51,1402.27,554.21,2388.11,9058.3,47.52,521.76,2388.05,8139.98,8.4404,392,39.04,23.3712,108
68,642.94,1587.27,1400.37,554.43,2388.04,9056.56,47.31,522.14,2387.99,8141.67,8.4005,392,39.08,23.3725,112
69,642.05,1581.93,1404.2,555.14,2388.05,9061.76,47.24,521.69,2388.03,8139.2,8.4404,392,39.07,23.3595,111
70,642.54,1587.02,1397.09,553.8,2387.99,9067.14,47.44,521.88,2387.97,8137.91,8.4183,392,39.12,23.4527,110
71,642.9,1579.41,1401.19,554.59,2388.1,9063.98,47.43,522,2388.07,8139.03,8.3895,392,38.89,23.3944,109
72,642.25,1590.21,1389.86,554.25,2388.06,9052.95,47.48,521.66,2388.03,8138.14,8.4042,392,38.88,23.293,108
73,642.42,1585.01,1400.06,554.31,2388.07,9062.66,47.23,523.18,2388.04,8139.97,8.406,392,38.89,23.4922,107
74,642.75,1589.64,1405.76,554.4,2388.03,9060.23,47.14,521.78,2388.04,8142.13,8.4211,392,38.93,23.3845,106
75,642.25,1592.23,1406.98,553.73,2388.05,9059.09,47.25,522.24,2387.99,8144.98,8.4043,392,39.1,23.41,105
76,642.52,1589.35,1405.34,553.91,2388,9062.69,47.35,522.25,2388.06,8140.33,8.3813,392,38.95,23.4065,104
77,642.98,1584.13,1405.99,554.08,2388.02,9069.75,47.16,522.52,2388.06,8143.62,8.4375,393,38.78,23.4131,103
78,642.43,1579.52,1400.53,553.62,2388.06,9064.15,47.38,521.57,2388.09,8140.42,8.4174,390,38.97,23.3301,102
79,642.31,1582.4,1403.49,553.6,2388.03,9063.54,47.28,522.72,2388,8144.12,8.384,393,38.92,23.3451,101
80,641.74,1580.95,1405.37,553.21,2388.03,9062.23,47.34,521.97,2387.99,8148.72,8.3935,392,39.03,23.5181,100
81,642.55,1581.73,1402.65,553.88,2388.1,9056,47.46,521.34,2387.96,8144.95,8.4145,391,38.86,23.3728,99
82,642.24,1583.69,1400.4,553.7,2388.05,9071.16,47.22,522.16,2388.05,8148.16,8.4089,393,38.87,23.3822,98
83,642.27,1591.3,1398.73,553.79,2388,9062.92,47.51,522.02,2388.01,8143.8,8.3789,393,39,23.4426,97
84,642.18,1593.32,1400.62,554.01,2388.03,9062.78,47.51,522.19,2388.06,8141.69,8.3901,392,38.89,23.3873,96
85,641.95,1587.14,1414.11,554.09,2388.01,9067.15,47.25,521.84,2388.07,8144.64,8.3949,391,38.87,23.314,95
86,642.69,1586.09,1401.01,553.83,2387.99,9067.61,47.37,522.19,2388.06,8145.65,8.4188,393,39.03,23.3333,94
87,642.32,1588.25,1402.17,554.11,2388.01,9063.48,47.32,522.1,2388.02,8145.39,8.3939,391,39.01,23.3373,93
88,642.27,1585.9,1400.09,553.59,2388.02,9067.17,47.33,521.9,2388.01,8146.69,8.4078,393,39.04,23.2656,92
89,642.33,1582.29,1404.14,555.01,2388.05,9066.64,47.39,521.93,2388.02,8146.55,8.4044,394,38.81,23.3864,91
90,642.36,1597.84,1406.26,554.58,2388.06,9068.61,47.4,521.92,2388.08,8146.94,8.3972,393,38.81,23.2711,90
91,641.99,1582.81,1399.5,553.72,2388.03,9058.01,47.38,521.83,2388.01,8139.12,8.4327,393,38.95,23.3909,89
92,642.29,1590.07,1400.27,553.5,2387.99,9066.58,47.39,521.96,2387.97,8152.49,8.373,391,38.87,23.4344,88
93,642.1,1593.66,1409.21,553.83,2387.99,9070.02,47.43,521.6,2388.09,8146.23,8.4032,392,39.21,23.2352,87
94,642.58,1588.9,1401.08,554.76,2388,9069.01,47.48,521.94,2388.01,8147.33,8.4166,392,39,23.4437,86
95,642.37,1585.69,1406.13,554.41,2388.09,9063.16,47.32,521.79,2388.05,8146.34,8.4012,392,38.89,23.4594,85
96,642.89,1582.86,1400.62,554.08,2388,9065.97,47.31,521.48,2388,8146.97,8.4333,393,38.87,23.378,84
97,642.94,1587.51,1408.05,554.13,2388.05,9066.74,47.41,522.71,2388.05,8152.99,8.4313,393,38.79,23.3339,83
98,642.4,1586.19,1403.62,553.85,2388.03,9066.24,47.35,521.93,2388.06,8148.92,8.4405,392,38.96,23.2921,82
99,642.67,1589.42,1398.72,553.82,2388,9067.95,47.37,522.06,2388.06,8147.73,8.4388,392,38.91,23.3834,81
100,642.29,1579.98,1404.16,554.94,2388.01,9071.46,47.3,522.01,2388.05,8148.27,8.4212,390,38.88,23.3073,80
101,642.24,1587.77,1405.55,554.34,2388.03,9067.93,47.42,522.6,2388.07,8146.15,8.4112,392,38.75,23.3883,79
88,642.68,1584.7,1398.74,554.23,2388.1,9067.32,47.32,521.36,2388,8141.36,8.4428,394,38.87,23.2128,102
89,641.97,1578.65,1394.77,553.55,2388.09,9058.52,47.56,522.15,2388.07,8140.68,8.4233,392,38.74,23.3807,101
90,643.32,1586.92,1408.45,553.98,2388.05,9063.48,47.32,522.22,2388.06,8143.04,8.4484,393,38.98,23.322,100
91,642.79,1589.6,1404.18,553.48,2388.07,9062.96,47.15,522.23,2388.07,8144.13,8.4301,393,38.87,23.2897,99
92,642.41,1590.17,1403.99,554.49,2388.08,9055.76,47.55,521.56,2388.12,8143.49,8.4255,393,38.79,23.284,98
93,642.24,1588.28,1398.67,554.07,2388.09,9054.9,47.58,521.54,2388.1,8140.33,8.3856,392,38.77,23.3528,97
94,642.5,1588.54,1406.69,553.76,2388.16,9056.18,47.34,521.82,2388.07,8138.34,8.4313,392,38.85,23.3703,96
95,642.48,1586.25,1398.8,553.44,2388.08,9060.39,47.5,521.88,2388.02,8142.43,8.4065,392,39.05,23.3431,95
96,642.18,1578.8,1406.96,554.08,2388.05,9059.77,47.36,521.8,2388.07,8137.86,8.4226,392,38.9,23.3729,94
97,642.95,1586.68,1411.12,553.05,2388.03,9065.08,47.5,521.96,2388.06,8139.63,8.4375,393,38.84,23.2882,93
98,643.06,1583.61,1403.34,553.68,2388.07,9063.37,47.3,521.65,2388.07,8144.29,8.4055,392,38.87,23.2429,92
99,642.79,1592.78,1405.64,554.62,2388.11,9063.53,47.28,521.35,2388.11,8133.9,8.4113,392,38.98,23.1897,91
100,642.67,1588.11,1406.26,553.72,2388.07,9061.39,47.25,521.77,2388.08,8140.27,8.4332,392,38.91,23.3289,90
101,642.29,1590.1,1412.21,553.91,2388.08,9065.91,47.42,521.3,2388.08,8140.2,8.4383,392,38.89,23.3956,89
102,642.5,1593.07,1400.79,553.63,2388.06,9064.33,47.54,521.4,2388.04,8142.87,8.435,393,38.75,23.2938,88
103,642.83,1596.05,1400.74,553.62,2388.06,9056.6,47.39,521.69,2388.03,8138.22,8.4328,393,38.8,23.4523,87
104,642.27,1593.03,1403.56,553.84,2388.09,9058.91,47.39,522.48,2388.04,8145.23,8.4194,394,38.95,23.3294,86
105,642.48,1587.15,1406.58,553.9,2388.06,9064.82,47.31,521.63,2388.09,8143.33,8.4449,394,38.93,23.3576,85
106,642.24,1588.91,1402.75,553.63,2388.07,9061.75,47.53,521.62,2388.11,8143.18,8.444,393,38.88,23.2776,84
107,642.55,1585.56,1400.45,553.78,2388.09,9066.51,47.4,521.19,2388.11,8147.26,8.4383,392,38.93,23.3614,83
108,642.13,1585.18,1412.75,553.97,2388.07,9068.42,47.44,521.99,2388.07,8144.81,8.4316,394,38.93,23.3725,82
115,642.77,1582.08,1402.61,555.09,2388.02,9072.51,47.24,522.32,2388.01,8151.54,8.3732,390,39.02,23.5323,155
116,641.54,1578.3,1397.36,554.95,2388.01,9067.42,47.24,522.38,2388.01,8148.67,8.4089,392,38.95,23.4573,154
117,642.57,1585.3,1406.58,554.4,2388.05,9076.87,47.23,521.54,2388.01,8151.23,8.3931,391,39.19,23.3632,153
118,642.04,1589.99,1394.96,554.57,2388,9077.8,47.36,522.24,2388.02,8149.68,8.4122,391,39.1,23.369,152
119,642.25,1585.03,1391.47,554.5,2388.04,9068.59,47.35,522.22,2387.99,8154.15,8.4193,392,38.84,23.3717,151
120,641.96,1587.16,1405.61,554.14,2388,9078.96,47.33,521.61,2388.01,8157.1,8.4223,391,38.97,23.3627,150
121,642.57,1584.87,1402.45,554.38,2388.05,9069.61,47.31,522.52,2388.04,8150.71,8.4385,393,39.01,23.4894,149
122,641.78,1580.36,1396.67,554.41,2387.98,9062.8,47.26,522.73,2388.02,8151.99,8.4298,391,38.97,23.2826,148
123,641.65,1588.78,1401.27,554.09,2387.99,9076.71,47.19,522.02,2388.01,8156.92,8.3626,389,38.9,23.3777,147
124,642.63,1589.31,1397.74,554.24,2387.99,9078.22,47.37,522.08,2388,8151.19,8.4326,392,38.81,23.3583,146
125,641.73,1578,1406.98,554.33,2388.01,9074.98,47.3,522.24,2388,8149.66,8.3917,391,38.97,23.355,145
126,641.86,1582.79,1410.79,553.99,2388.02,9077.51,47.17,522.12,2388.01,8151.84,8.4112,392,39.07,23.4284,144
127,642.43,1583.6,1408.51,554.6,2388.01,9073.53,47.33,522.54,2387.97,8152.34,8.3721,393,38.9,23.4354,143
128,642.35,1589.76,1404.39,553.89,2388.05,9074.18,47.41,521.77,2388.04,8151.24,8.3979,394,38.86,23.315,142
129,642.68,1588.84,1397.11,554.65,2387.97,9069.92,47.19,522.49,2388.02,8159.84,8.3929,391,39.06,23.3206,141
130,643.07,1586.07,1408.21,553.76,2388.04,9073.87,47.27,522.11,2388.01,8154.97,8.4067,392,38.96,23.363,140
131,642.21,1586.16,1397.93,554.12,2387.99,9078.24,47.38,522.6,2387.97,8154.99,8.4124,393,38.85,23.2558,139
132,642.43,1591.74,1399.12,554.63,2388.02,9067.58,47.26,522.04,2387.98,8156.38,8.4106,391,38.97,23.2871,138
133,642.28,1589.63,1404.86,553.91,2387.97,9070.01,47.3,521.62,2387.96,8151.26,8.4125,392,38.9,23.2596,137
134,641.32,1585.83,1399.74,554.34,2388.01,9065.89,47.38,521.86,2387.98,8153.79,8.4053,391,39.09,23.4019,136
135,641.98,1587.28,1402.53,554.09,2388.04,9069.11,47.23,522.34,2388.02,8154.79,8.4215,391,39.01,23.4529,135
136,641.52,1578.2,1402.29,554.81,2388,9072.7,47.2,521.98,2388.03,8153.25,8.4259,391,39.1,23.3288,134
137,642.24,1584.09,1401.1,554.89,2388.07,9081.28,47.4,522.14,2387.97,8161.82,8.4328,392,38.92,23.3137,133
138,641.67,1583.46,1399.78,554.45,2388.04,9069.11,47.18,521.86,2388.03,8153.44,8.3749,392,39,23.4072,132
139,642.33,1584.72,1401.56,555.09,2388,9082.51,47.27,522.2,2388.07,8153.89,8.4223,392,38.92,23.3578,131
140,642.83,1585.38,1401.41,553.73,2388,9075.25,47.21,522.32,2388.03,8154.65,8.4191,394,38.87,23.2958,130
141,641.74,1588.78,1399.09,554.44,2388.01,9070.37,47.33,521.88,2388.02,8151.24,8.4425,394,38.69,23.4524,129
142,642.36,1585.52,1402.08,554.61,2388,9076.68,47.2,522.07,2388.03,8153.84,8.4021,392,38.9,23.3333,128
143,642.4,1587.63,1397.69,554.91,2387.94,9075.83,47.28,522.06,2388.06,8153.38,8.3784,392,38.92,23.4932,127
144,642.35,1580.32,1398.33,554.21,2388.04,9084.63,47.32,522.06,2387.93,8155.64,8.3952,392,38.85,23.3937,126
145,642.31,1592.74,1402,554.58,2388.02,9075.61,47.32,522.15,2388.01,8154.49,8.4079,391,38.77,23.3737,125
146,642.77,1593.16,1407.3,553.9,2388.04,9076.16,47.24,521.91,2388,8155.61,8.396,393,38.95,23.2991,124
76,642.28,1592.11,1412.11,552.24,2388.14,9036.63,47.52,522.03,2388.14,8127.15,8.4406,395,39.05,23.2793,113
77,643.32,1587.84,1416.71,553.91,2388.13,9045.17,47.76,521.18,2388.15,8121.46,8.3731,393,38.67,23.2879,112
78,643.26,1586.98,1411.31,553.99,2388.13,9045.66,47.44,520.99,2388.13,8118.31,8.4405,394,38.66,23.2259,111
79,643.12,1593.19,1414.85,553.54,2388.12,9044.06,47.83,521.2,2388.17,8122.79,8.453,393,38.72,23.2171,110
80,642.86,1593.18,1409.06,552.67,2388.11,9043.31,47.53,521.16,2388.14,8126.68,8.4183,393,38.77,23.3326,109
81,642.38,1595.09,1411.1,553.81,2388.12,9043.46,47.51,520.97,2388.12,8118.93,8.4261,392,38.8,23.2556,108
82,642.48,1588.5,1410.57,552.88,2388.16,9047.64,47.66,521.26,2388.19,8119.97,8.461,394,38.71,23.1779,107
83,642.74,1593.02,1415.45,552.77,2388.11,9039.56,47.67,521.04,2388.06,8124.93,8.4679,394,38.69,23.149,106
84,643.14,1584.71,1409.65,553.22,2388.13,9040.29,47.66,520.92,2388.17,8121.79,8.4291,392,38.91,23.3213,105
85,642.75,1600.84,1405.68,552.61,2388.17,9040.25,47.55,520.75,2388.16,8120.67,8.4785,394,38.85,23.1478,104
86,642.72,1595.44,1416.17,552.66,2388.12,9041.27,47.48,521.23,2388.18,8119.66,8.4256,393,38.65,23.2822,103
87,642.6,1588.86,1409.65,553.3,2388.15,9040.56,47.53,521.71,2388.19,8123.4,8.4544,392,38.65,23.2917,102
88,642.92,1590.45,1404.54,553.89,2388.18,9032.12,47.52,520.81,2388.17,8125.1,8.4613,391,38.91,23.3254,101
89,643.03,1596.52,1417.55,552.79,2388.18,9042.3,47.62,521.21,2388.18,8123.6,8.4588,392,38.63,23.2402,100
90,642.61,1593.37,1413.78,553.14,2388.18,9031.92,47.73,520.96,2388.14,8125.22,8.4425,394,38.79,23.2619,99
91,643.24,1585.21,1406.95,552.88,2388.12,9048.37,47.7,521.83,2388.16,8119.5,8.4328,393,38.82,23.3813,98
92,642.8,1591.9,1407.76,552.35,2388.16,9032.39,47.63,520.89,2388.18,8121.11,8.4485,395,38.85,23.2665,97
93,642.76,1597.36,1414.44,553.4,2388.13,9040.06,47.69,520.97,2388.18,8122.17,8.4366,395,38.67,23.3089,96
94,642.65,1587.86,1409.07,553.14,2388.2,9041.52,47.75,521.28,2388.13,8118.58,8.441,392,38.78,23.1543,95
95,643.05,1594.11,1412.55,553.76,2388.14,9041.13,47.53,521.31,2388.14,8123.95,8.44,394,38.61,23.2977,94
96,642.87,1593.96,1415.55,552.97,2388.16,9038.96,47.77,521.04,2388.21,8119.23,8.4585,393,38.57,23.2981,93
97,642.89,1590.23,1408.62,552.68,2388.13,9035.83,47.67,520.83,2388.15,8120.5,8.4826,393,38.77,23.2104,92
98,642.82,1597.14,1416.6,553.32,2388.18,9040.58,47.72,521.27,2388.17,8124.59,8.4042,393,38.64,23.2394,91
99,643.16,1597.69,1412.9,552.68,2388.18,9043.45,47.78,521.51,2388.16,8124.62,8.4578,394,38.78,23.3449,90
100,642.73,1592.11,1406.43,552.83,2388.13,9039.34,47.58,521.31,2388.16,8124.35,8.4534,394,38.74,23.247,89
101,642.49,1594.92,1419.53,553.13,2388.19,9034.71,47.68,521.22,2388.17,8121.86,8.4841,395,38.79,23.2526,88
102,642.84,1596.24,1412.98,552.57,2388.18,9038.46,47.51,520.73,2388.12,8117.68,8.4427,395,38.72,23.3435,87
103,642.46,1588.07,1414.95,553.43,2388.15,9032.68,47.63,521.1,2388.18,8122.79,8.4697,393,38.86,23.1537,86
104,642.87,1590.41,1415.34,553.22,2388.21,9040.49,47.62,521.3,2388.14,8119.77,8.4603,392,38.76,23.3138,85
105,641.96,1587.32,1411,552.88,2388.19,9040.44,47.55,521.47,2388.15,8116.47,8.4821,393,38.62,23.2931,84
106,643.18,1592.66,1405.57,553.47,2388.15,9043.74,47.77,521.06,2388.23,8121.34,8.4704,394,38.81,23.3,83
107,642.85,1590.97,1409.77,553.18,2388.15,9039.82,47.73,521.58,2388.12,8123.82,8.4887,393,38.77,23.2435,82
108,643.17,1589.04,1410.71,552.89,2388.17,9045.14,47.69,520.74,2388.16,8121.3,8.4718,393,38.89,23.161,81
109,642.92,1590.02,1411.74,552.94,2388.13,9038.86,47.57,521.54,2388.16,8123.68,8.4538,394,38.77,23.264,80
