date,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,T
128,642.47,1593.87,1407.06,552.74,2388.13,9056.59,47.62,521.96,2388.16,8132.08,8.4413,393,38.85,23.2641,65
129,642.41,1591.33,1408.42,552.42,2388.09,9046.08,47.61,522.02,2388.13,8127.33,8.4681,393,38.84,23.2656,64
130,642.7,1585.9,1412.25,552.66,2388.13,9042.97,47.46,521.49,2388.07,8125.29,8.3938,394,38.71,23.3461,63
131,643.01,1585.78,1413.25,553.7,2388.11,9045.1,47.7,521.45,2388.13,8126.38,8.4328,391,38.73,23.3435,62
132,643.19,1596.06,1405.76,553.16,2388.17,9044.04,47.56,521.64,2388.16,8128.92,8.4227,393,38.53,23.3186,61
133,642.45,1592.64,1410.11,553.82,2388.11,9050.95,47.57,521.23,2388.09,8130.93,8.4604,394,38.95,23.2521,60
134,642.85,1583.62,1402.67,553.2,2388.11,9046.16,47.75,521.52,2388.13,8131.3,8.4293,393,38.68,23.2833,59
135,642.45,1585.55,1406.83,553.09,2388.14,9050.65,47.34,520.99,2388.12,8129.34,8.4242,392,38.85,23.2744,58
136,642.84,1584.72,1404.39,554.18,2388.06,9040.89,47.43,521.54,2388.11,8130.43,8.4469,393,38.76,23.1699,57
137,642.43,1594.69,1405.15,553.39,2388.14,9040.55,47.89,521.63,2388.12,8128.81,8.449,394,38.87,23.2593,56
138,642.79,1589.82,1413.34,552.91,2388.11,9049.64,47.4,521.57,2388.18,8129.67,8.4208,392,39,23.3664,55
139,643.11,1592.28,1412.6,553.25,2388.06,9044.81,47.67,521.03,2388.15,8124.97,8.4621,394,38.88,23.3422,54
140,643.05,1590.89,1408.36,552.15,2388.17,9055.85,47.51,521.27,2388.05,8130.27,8.4397,393,38.82,23.3704,53
141,642.39,1590.02,1415.25,553.45,2388.13,9050.86,47.49,521.06,2388.16,8120.93,8.4641,394,39.02,23.2382,52
142,642.51,1595.29,1413.42,553.11,2388.1,9046.61,47.59,520.44,2388.18,8124.87,8.4291,392,38.71,23.2816,51
143,642.77,1593.1,1404.21,553.62,2388.13,9050.63,47.52,520.98,2388.11,8126.81,8.4419,393,38.79,23.2305,50
144,643.09,1591.89,1405.76,553.77,2388.17,9049.33,47.57,521.11,2388.17,8125.47,8.4601,393,38.75,23.2249,49
145,642.95,1594.92,1409.63,553.03,2388.13,9046.92,47.54,521.13,2388.15,8130.91,8.4644,395,38.67,23.149,48
181,642.01,1585.87,1399.24,554.29,2388.03,9057.86,47.27,522.19,2388.01,8134.52,8.4148,393,38.92,23.3777,107
182,642.39,1586.42,1406.61,553.63,2388.03,9069.4,47.52,522.39,2388.09,8143.47,8.4072,392,39.04,23.2931,106
183,642.6,1584.95,1406.15,554.35,2388.08,9064.12,47.24,521.84,2388.06,8142.25,8.4225,392,38.85,23.3851,105
184,642.43,1585.66,1408.13,554.99,2388.04,9067.28,47.47,521.86,2388.06,8142.27,8.3996,394,38.85,23.4003,104
185,642.66,1581.09,1407.11,554.53,2388.02,9059.27,47.23,522.22,2388.05,8143.76,8.42,392,38.94,23.2801,103
186,642.8,1582.46,1404.35,554.42,2388.05,9063.38,47.47,521.82,2388.16,8145.64,8.4131,393,38.75,23.3416,102
187,642.69,1588.88,1407.54,553.32,2388.08,9060.97,47.51,521.09,2388.05,8136.8,8.4101,392,38.93,23.3926,101
188,642.64,1582.97,1402.72,554.26,2388.07,9062.7,47.37,522.34,2388.04,8139.36,8.4124,392,38.82,23.306,100
189,642.81,1583.54,1403.09,554.03,2388.03,9069.79,47.42,521.7,2388.04,8141.68,8.4253,393,39.02,23.2923,99
190,642.48,1592.5,1405.73,554.4,2388.06,9059.23,47.2,521.73,2388.03,8139.4,8.4128,393,39.04,23.2623,98
191,642.23,1584.59,1407.64,553.42,2388.04,9064.99,47.4,521.92,2388.05,8142.41,8.4694,393,38.93,23.3507,97
192,642.18,1589.95,1404.07,553.09,2388.03,9071.88,47.49,521.7,2388.09,8141.81,8.4309,392,38.87,23.3049,96
193,642.13,1588.28,1399.59,553.54,2388.09,9063.55,47.3,521.16,2388.08,8144.36,8.4143,393,38.73,23.2606,95
194,643.1,1592.38,1404.64,553.86,2388.05,9065.99,47.69,522.17,2388.1,8142.38,8.4304,393,38.9,23.3282,94
195,643.24,1591.55,1410.18,553.22,2388.01,9060.17,47.32,521.92,2388.07,8147.43,8.4224,393,39.09,23.3326,93
196,642.64,1591.39,1408.59,554.31,2388.15,9054.2,47.43,522.02,2388.06,8139.28,8.4614,393,39.04,23.3682,92
197,642.55,1588.64,1403.29,554.07,2388.07,9061.28,47.36,521.47,2388.06,8148.8,8.4387,390,38.79,23.3426,91
198,643.21,1596.17,1402.91,553.94,2388.05,9059.21,47.14,521.5,2388.05,8146.21,8.441,392,38.9,23.2813,90
199,642.44,1587.17,1409.39,554.06,2388.09,9061.54,47.49,521.22,2388.08,8144.69,8.429,394,39.08,23.2433,89
200,642.74,1589.73,1406.28,553.13,2388.08,9065.78,47.44,521.69,2388.07,8144.69,8.4143,394,38.95,23.4101,88
201,642.31,1595.57,1400.92,554.25,2388.04,9062.65,47.44,521.88,2388.1,8144.5,8.4458,392,38.93,23.3551,87
202,642.56,1589.47,1408.72,554.14,2388.14,9070.71,47.45,522.01,2388.03,8148.95,8.4287,392,38.68,23.1814,86
203,641.95,1593.02,1410.33,553.2,2388.05,9070.42,47.58,521.41,2388.12,8137.27,8.4197,393,38.7,23.1596,85
204,642.46,1591.84,1404.01,553.94,2388.02,9064.87,47.43,521.33,2388.06,8145.46,8.4779,393,38.93,23.3788,84
102,642.63,1579.35,1408.84,553.87,2388.04,9068.94,47.39,521.95,2388.03,8154.61,8.3913,392,38.97,23.3669,78
103,642.28,1585.62,1395.4,553.38,2388.05,9075.57,47.48,522.05,2388.03,8154.38,8.4025,391,38.96,23.3251,77
104,642.46,1586.74,1403.37,554.63,2388.05,9070.59,47.44,521.66,2388.04,8146.65,8.4345,393,38.93,23.2958,76
105,641.85,1591.89,1397.73,553.69,2388.08,9062.39,47.32,521.73,2388.04,8145.37,8.4312,392,38.93,23.321,75
106,642.51,1586.44,1405.62,554.31,2388.04,9074.76,47.32,522.11,2388.04,8157.87,8.4098,392,38.93,23.3755,74
107,642.36,1586.96,1410.67,553.57,2388.07,9071.53,47.45,521.79,2388.04,8146.39,8.4326,392,38.89,23.3666,73
108,642.98,1583.29,1405.94,553.52,2388.08,9068.9,47.25,521.48,2388.05,8147.9,8.4371,392,38.89,23.4032,72
109,642.48,1588.21,1402.77,554.91,2388.05,9073.77,47.32,521.59,2388.05,8149.98,8.4285,392,38.9,23.2637,71
110,642.92,1592.41,1403.14,554.15,2388.04,9075.03,47.41,521.46,2388.05,8150.96,8.4157,393,38.88,23.2577,70
111,642.25,1583.83,1401.73,553.74,2388.04,9070.35,47.41,522.09,2387.99,8152.99,8.4242,394,38.77,23.3791,69
112,642.65,1584.14,1400.61,553.64,2388.03,9067.74,47.41,521.35,2388.03,8155.89,8.4176,393,39,23.314,68
113,642.5,1590.74,1408.52,554,2388.05,9071.48,47.41,522.28,2388.05,8152.76,8.4318,393,38.95,23.3993,67
114,642.46,1588.4,1407.81,554.04,2388.04,9076.18,47.18,521.68,2388.02,8154.99,8.4222,392,38.78,23.3687,66
115,642.22,1588.97,1400.56,553.54,2388.02,9076.34,47.53,521.6,2388.08,8152.31,8.4566,393,39.01,23.3428,65
116,642.62,1591.56,1407.84,553.54,2388.06,9068.22,47.36,521.91,2387.99,8145.08,8.4083,392,38.77,23.4147,64
117,642.76,1587.74,1402.28,553.84,2388.05,9086.93,47.48,521.74,2388.04,8152.14,8.423,391,38.84,23.4284,63
118,642.26,1590.05,1408.53,553.52,2388.03,9076.02,47.44,522.37,2388.05,8152,8.4675,392,38.92,23.2813,62
119,642,1588.1,1398.22,553.47,2388.05,9075.77,47.53,521.72,2388.05,8157.34,8.4442,393,38.85,23.2826,61
120,642.6,1585.58,1408.79,553.63,2388.06,9075.42,47.35,521.47,2388.03,8161.18,8.4458,391,38.83,23.3816,60
121,642.27,1585.86,1413.79,553.75,2388.03,9082.5,47.48,521.77,2388.01,8162.35,8.4103,392,38.92,23.2834,59
122,642.72,1586.83,1406.06,553.77,2388.02,9084.14,47.43,521.94,2388.05,8160.58,8.413,393,38.72,23.2005,58
123,642.49,1594.72,1408.04,554.28,2388.04,9079.55,47.56,522.27,2388.03,8164.19,8.4506,394,39,23.4,57
124,642,1588.41,1405.29,553.12,2388.04,9083.78,47.31,521.32,2388.1,8161.91,8.4264,394,39.09,23.3056,56
125,642.82,1580.5,1405.04,553.25,2388.01,9081.3,47.34,521.86,2388.06,8161.3,8.464,394,38.8,23.2509,55
126,642.76,1583.13,1409.96,554.41,2388.02,9076.07,47.41,521.56,2388.11,8156.2,8.4597,394,38.9,23.2845,54
127,642.67,1593.61,1395.95,554.01,2388.05,9088.03,47.54,521.42,2388.09,8164.96,8.437,392,38.91,23.2823,53
128,642.22,1592.24,1409.32,553.67,2388.02,9084.04,47.55,522.15,2388.07,8169.19,8.4587,394,38.89,23.3247,52
129,643.1,1597.5,1405.91,553.56,2388.07,9091.26,47.33,522.43,2388.04,8163.03,8.43,393,38.87,23.2454,51
130,642.57,1584.08,1410.11,553.51,2388.1,9089.67,47.53,521.55,2388.09,8168.38,8.4656,392,38.85,23.322,50
131,642.5,1589.91,1406.13,553.7,2388.09,9085.91,47.44,521.22,2388.02,8166.86,8.4311,394,38.77,23.2491,49
132,642.35,1592.88,1408.51,553,2388.07,9095.25,47.57,521.22,2388.03,8166.4,8.4631,394,38.82,23.3883,48
133,642.62,1589.14,1409.48,553.52,2388.01,9089.42,47.47,521.44,2388,8167.34,8.4447,394,38.75,23.3143,47
134,642.45,1586.99,1406.61,554.21,2388.05,9091.09,47.64,521.6,2388.07,8169.28,8.4601,393,38.84,23.208,46
135,642.52,1588.65,1407.5,553.69,2387.99,9089.64,47.54,521.63,2388.06,8163.38,8.4512,393,38.79,23.3407,45
136,642.6,1592.25,1405.41,553.83,2388.08,9097.15,47.6,521.37,2388.09,8166.47,8.4234,395,38.66,23.272,44
137,642.75,1589.57,1409.77,554.36,2388.08,9097.8,47.33,521.66,2388.03,8173.71,8.4339,394,38.74,23.244,43
138,642.3,1599.56,1407.3,553.57,2388.01,9097.97,47.52,521.91,2388.05,8166.72,8.4614,393,38.88,23.2957,42
139,643.08,1594.87,1415.14,553.81,2388.08,9089.36,47.53,521.71,2388.07,8173.47,8.4823,393,38.86,23.3022,41
140,642.87,1589.67,1414.46,553.12,2388.04,9089.2,47.39,521.33,2388,8175.9,8.4544,394,38.89,23.2051,40
141,643.08,1584.87,1412.02,553.08,2388.11,9098.7,47.66,521.7,2388.04,8177.5,8.4394,394,38.77,23.2201,39
142,643.03,1587.35,1413.05,552.85,2388.02,9098.87,47.69,521.23,2388.06,8177.01,8.4786,394,38.91,23.3298,38
143,642.48,1594.94,1402.45,553,2388.05,9101.3,47.56,521.36,2388.08,8177.99,8.4217,394,38.73,23.3126,37
109,642.89,1586.34,1407.61,553.4,2388.06,9073.67,47.36,522.15,2388.11,8142.55,8.4531,393,38.87,23.364,81
110,642.47,1581.85,1401.8,553.86,2388.07,9068.93,47.37,521.74,2388.05,8147.39,8.428,393,39.06,23.4095,80
111,642.16,1584.52,1405.22,554.14,2388.06,9058.48,47.31,521.69,2388.1,8147.19,8.4456,393,38.81,23.2463,79
112,642.15,1597.05,1400.11,552.93,2388.04,9072.19,47.42,522.25,2388.12,8143.21,8.4411,394,38.86,23.3104,78
113,642.41,1592.69,1416.04,552.71,2388.02,9062.6,47.43,521.8,2388.1,8148.24,8.4388,393,38.97,23.3268,77
114,642.5,1585.29,1404.61,553.9,2388.03,9070.88,47.61,521.65,2388,8148.18,8.4342,394,38.84,23.3543,76
115,643.11,1584.82,1399.39,552.89,2388.04,9064.63,47.61,521.77,2388.05,8149.17,8.4147,394,38.83,23.3361,75
116,642.57,1587.97,1409.77,553.1,2388.07,9063.99,47.49,521.75,2388.11,8143.24,8.427,394,38.88,23.2845,74
117,642.97,1588,1409.2,552.71,2388.06,9070.89,47.32,521.82,2388.09,8149.32,8.4302,394,38.9,23.2139,73
118,642.45,1595.31,1404.31,554.2,2388.06,9065.88,47.6,521.78,2388.04,8144.55,8.4114,393,39.05,23.3721,72
119,642.81,1587.57,1411.87,553.91,2388.05,9061.66,47.56,521.37,2388.1,8145.98,8.4816,393,38.72,23.2425,71
120,642.13,1590.46,1405.88,553.5,2388.07,9069.1,47.52,521.55,2388.1,8146.54,8.4146,393,39.01,23.1853,70
121,642.58,1598.61,1403.36,553.35,2388.09,9070.9,47.59,521.67,2388.03,8144.47,8.4659,393,38.97,23.341,69
122,643.12,1594.36,1405.56,553.28,2388.06,9063.29,47.42,521.2,2388.08,8150.73,8.4275,393,38.73,23.2929,68
123,642.56,1586.4,1411.81,553.42,2388.1,9067.29,47.59,521.67,2388.07,8144.19,8.4384,393,38.89,23.3391,67
124,642.64,1587.87,1400.87,552.7,2388.03,9073.32,47.49,521.33,2388.06,8152.25,8.4403,394,38.99,23.3158,66
125,642.59,1580.17,1404.02,554.55,2388.05,9070.65,47.41,521.68,2388.08,8148.95,8.4458,395,38.96,23.3211,65
126,642.56,1592.43,1405.07,553.81,2388.12,9072.48,47.58,521.34,2388.06,8149.92,8.4565,394,38.91,23.3087,64
127,641.87,1591.59,1410.29,553.36,2388.05,9074.47,47.49,521.72,2388.07,8152.75,8.4477,393,38.61,23.309,63
128,642.77,1592.21,1417.91,553.31,2388.04,9078.47,47.79,521.41,2388.07,8153.2,8.4198,396,38.86,23.3167,62
129,642.3,1589.44,1403.6,553.88,2388.02,9068.1,47.45,521.31,2388.07,8154.04,8.4495,393,38.74,23.372,61
130,642.28,1593.61,1406.21,553.45,2388.1,9075.76,47.48,521.63,2388.06,8148.92,8.4323,392,38.92,23.4297,60
131,642.81,1593.8,1399.75,553.55,2388.08,9071.08,47.5,521.17,2388.07,8155.09,8.4256,394,38.79,23.2136,59
132,642.41,1591.45,1409.15,552.95,2388.07,9086.47,47.75,521.67,2388.06,8153.64,8.4385,394,38.76,23.2413,58
133,642.95,1592.11,1412.36,553.82,2388.09,9072.61,47.62,521.53,2388.11,8154.88,8.4652,393,38.8,23.1877,57
134,642.82,1590.54,1413.59,553.25,2388.1,9082.5,47.61,521.45,2388.09,8152.47,8.43,394,38.77,23.3469,56
135,642.8,1586.98,1406.54,553.14,2388.1,9086.62,47.67,521.43,2388.03,8155.68,8.4922,393,38.62,23.2783,55
136,642.88,1588.88,1410.65,553.84,2388.1,9080.72,47.76,521.58,2388.11,8156.39,8.4835,393,38.72,23.2597,54
137,642.35,1585.35,1408.59,553.73,2388.09,9085.86,47.39,521.1,2388.09,8163.63,8.477,393,38.77,23.2531,53
138,642.62,1589.11,1403.15,553.42,2388.09,9079.96,47.46,521.47,2388.09,8159.62,8.4499,394,38.9,23.1688,52
139,642.51,1590.51,1411.62,553.22,2388.06,9084.37,47.45,521.29,2388.1,8160.55,8.4225,391,38.74,23.3399,51
140,642.43,1589.98,1410.55,553.09,2388.09,9084.41,47.56,521.39,2388.11,8166.82,8.4522,393,38.95,23.2221,50
141,642.78,1586.02,1408.52,553.54,2388.1,9082.87,47.65,521.74,2388.06,8162.37,8.4545,394,38.75,23.2515,49
142,642.15,1595.19,1409.14,553.18,2388.11,9084.27,47.69,521.28,2388.08,8157.58,8.4665,394,38.83,23.1726,48
143,642.74,1586.75,1406.34,553.08,2388.07,9090.71,47.54,520.98,2388.08,8169.05,8.4173,393,38.79,23.3044,47
144,642.6,1588.23,1411.01,552.42,2388.06,9091.62,47.69,521.76,2388.02,8163.6,8.4334,394,38.71,23.2699,46
145,643.07,1594.62,1405.43,553.62,2388.09,9090.55,47.57,521.38,2388.1,8164.83,8.4518,393,38.74,23.2125,45
146,642.72,1595.94,1417.08,553.21,2388.01,9097.65,47.61,521.18,2388.09,8168.06,8.4524,394,38.84,23.1458,44
147,642.82,1590.96,1411.57,552.95,2388.06,9090.6,47.66,520.91,2388.13,8166.29,8.4496,394,38.71,23.1977,43
148,643.09,1593.59,1418.28,553.32,2388.1,9092.25,47.67,521.91,2388.07,8171.39,8.4355,393,38.88,23.2993,42
149,642.58,1595.24,1414.42,553.21,2388.09,9094.94,47.76,520.79,2388.03,8165.4,8.4816,394,38.89,23.2122,41
150,642.46,1598.82,1407.68,553.14,2388.03,9096.18,47.64,521.43,2388.03,8178.72,8.4365,395,38.75,23.1649,40
151,643.25,1594.25,1410.11,552.94,2388.09,9097.14,47.65,521.43,2388.07,8171.6,8.4765,395,38.66,23.3152,39
152,642.68,1588.06,1415.81,552.63,2388.05,9096.41,47.55,521.42,2387.99,8172.77,8.461,394,38.75,23.2845,38
153,643.02,1589.96,1410.75,553.13,2388.1,9106.73,47.64,520.97,2388.1,8174.74,8.43,392,38.79,23.2261,37
154,642.87,1596.48,1407.58,553,2388.04,9105.93,47.76,521.02,2388.08,8174.36,8.4262,395,38.7,23.3318,36
155,643.05,1591.94,1406.1,552.85,2388.11,9109.24,47.84,520.72,2388.07,8172.07,8.4545,395,38.74,23.2332,35
147,642.01,1591.29,1400,553.86,2388,9073.84,47.33,522.35,2387.96,8155.31,8.3754,389,38.97,23.3927,123
148,642.24,1583.74,1397.13,554.64,2388.01,9072.42,47.35,522.37,2388.02,8158.97,8.4175,390,38.97,23.4523,122
149,642.53,1585.65,1401.78,553.95,2388.01,9075.63,47.12,521.78,2388.03,8158.85,8.4133,392,38.95,23.3417,121
150,641.86,1583.1,1410.38,553.81,2388.01,9082.24,47.44,522.02,2388.05,8154.12,8.4127,392,38.88,23.3477,120
151,642.03,1588.2,1406.3,554.4,2388.03,9070.81,47.28,521.81,2388.01,8154.79,8.4232,393,38.95,23.3254,119
152,641.87,1583.85,1395.92,553.55,2388.05,9085.33,47.36,522.37,2388.02,8158.8,8.4163,392,38.68,23.3302,118
153,642.62,1589.26,1406.59,554.39,2387.99,9073.55,47.44,522.07,2388.03,8155.84,8.425,391,38.85,23.3812,117
154,642.24,1581.11,1394.88,554.47,2387.99,9072.68,47.44,521.91,2388.02,8152.63,8.4069,394,39.13,23.4176,116
155,642.32,1584.17,1399.99,554.56,2388.01,9079.84,47.32,521.83,2387.99,8155.6,8.4703,393,38.76,23.3817,115
156,642.24,1590.06,1401.26,553.05,2388.05,9077.82,47.37,522.19,2388.03,8155.77,8.4005,393,38.99,23.2654,114
157,642.13,1589.32,1404.11,554.02,2388.02,9076.39,47.44,521.76,2388,8159.66,8.412,393,39.05,23.3554,113
158,641.88,1592.3,1400.2,553.82,2388.06,9078,47.23,521.6,2388,8162.37,8.4106,393,38.96,23.2331,112
159,642.42,1585.25,1410.83,553.99,2387.99,9079.84,47.45,521.64,2388.04,8149.84,8.3972,392,39.09,23.3098,111
160,642.28,1589.77,1407.02,553.84,2388.02,9082.33,47.11,521.65,2388.01,8156.5,8.4285,394,38.7,23.3987,110
161,642.04,1587.84,1408.28,553.85,2387.97,9076.65,47.47,522.19,2388.04,8154.94,8.4065,392,38.94,23.3001,109
162,642.07,1586.84,1401.45,554.61,2388.05,9078.05,47.29,522.25,2388,8160.48,8.4047,392,38.9,23.3782,108
163,642.63,1594.42,1403.54,553.72,2388.03,9072.23,47.49,521.72,2388,8164.66,8.4168,392,38.94,23.2216,107
164,642.56,1591.76,1397.82,554.5,2388.05,9081.97,47.55,521.95,2388.06,8154.55,8.431,392,38.9,23.3994,106
165,642.53,1592.1,1405.58,553.89,2388.1,9086.9,47.38,522.03,2388.04,8158.97,8.3896,392,38.99,23.2691,105
166,642.7,1587.64,1398.78,554.41,2388.05,9079.54,47.41,522.02,2388.03,8160.35,8.4194,392,38.94,23.3141,104
167,642.54,1585.36,1398.88,554.44,2388.02,9076.45,47.3,522.33,2388.01,8157.53,8.4001,393,38.97,23.3531,103
168,642.22,1584.33,1406.51,553.71,2388.04,9085.1,47.22,521.54,2388.05,8153.73,8.4284,395,39.02,23.3666,102
169,642.61,1584.53,1404.83,553.94,2388.01,9087.43,47.51,521.47,2387.99,8158.85,8.4577,393,38.89,23.3704,101
170,642.8,1590.51,1406.09,553.83,2388.06,9088.19,47.57,521.96,2388.01,8163.73,8.3779,392,39.03,23.4814,100
171,642.41,1585.41,1405.3,553.62,2387.99,9079.76,47.53,521.62,2388.07,8156.6,8.4307,391,38.85,23.3103,99
172,642.05,1581.11,1409.15,554.47,2388.03,9079.47,47.48,521.97,2388,8159.87,8.4525,393,38.98,23.2871,98
173,642.61,1578.99,1399.72,554.43,2388.02,9077.68,47.38,522.11,2388.01,8164.74,8.4031,394,38.81,23.3066,97
174,642.28,1585,1405.4,553.46,2388.04,9080.43,47.37,521.69,2387.98,8155.5,8.3928,391,38.91,23.4187,96
175,642.07,1591.64,1407.55,553.65,2388.06,9078.61,47.45,521.74,2388.02,8156.4,8.4409,391,38.73,23.263,95
176,642.25,1587.02,1406.02,553.7,2388.05,9080.61,47.39,521.87,2388.06,8157.38,8.4462,394,39.01,23.2718,94
177,642.32,1593.2,1404.8,554.05,2388.04,9078.66,47.49,522.42,2388.07,8163.89,8.4426,392,38.91,23.4318,93
178,642.19,1584.35,1400.44,553.8,2388.05,9088.18,47.28,521.81,2388.05,8158.21,8.4278,392,38.89,23.3663,92
179,642.66,1585.57,1404.91,553.92,2388.03,9083.4,47.33,521.72,2388.06,8163.93,8.4047,393,38.94,23.3704,91
180,642.93,1589.16,1401.28,554.39,2387.99,9087.2,47.3,521.83,2387.98,8168.65,8.4082,392,38.83,23.3568,90
181,642.13,1585.09,1406.41,553.92,2388.05,9090.1,47.24,521.95,2388,8157.49,8.4198,392,38.63,23.37,89
182,641.97,1587,1410.72,553.43,2388.04,9085.98,47.5,522.09,2388.01,8160.78,8.4283,393,38.84,23.3856,88
183,642.35,1587.85,1414.51,554.04,2388.03,9082.04,47.57,521.88,2388.05,8162.34,8.446,392,38.86,23.2491,87
184,642.56,1590.2,1405.85,553.53,2388.11,9079.23,47.45,522.23,2388.04,8165.19,8.4128,393,38.74,23.3167,86
185,642.49,1589.31,1409.3,553.25,2387.98,9090.79,47.38,521.81,2388.02,8167.26,8.4278,393,38.89,23.3935,85
186,641.84,1589.4,1403.46,554.15,2388.08,9081.96,47.47,521.63,2388.03,8164.25,8.4043,392,38.9,23.3886,84
187,642.99,1586.12,1401.97,553.8,2388.09,9081.99,47.52,521.82,2388.02,8162.51,8.4362,392,38.71,23.322,83
188,642.91,1587.14,1406.65,553.35,2388.06,9093.76,47.32,521.95,2388.03,8159.18,8.4366,393,38.87,23.2728,82
189,643.18,1582.91,1411.05,553.77,2387.99,9082.07,47.32,521.53,2387.96,8163.51,8.4415,394,38.79,23.3599,81
190,641.95,1592.58,1405.86,552.91,2388.09,9090.69,47.41,521.8,2388.03,8164.86,8.44,394,38.91,23.3148,80
191,642.4,1580.79,1401.97,553.1,2388.06,9083.96,47.46,521.68,2388.03,8163.78,8.4429,394,38.95,23.4181,79
192,643.06,1589.78,1408.25,553.33,2388.04,9085.64,47.43,521.74,2388.03,8160.47,8.4332,394,38.96,23.3124,78
193,642.55,1589.42,1414.49,552.88,2388.09,9088.74,47.57,521.71,2388.02,8166.44,8.4162,393,38.72,23.2404,77
194,642.47,1592.41,1405.27,553.82,2387.99,9091.05,47.53,521.62,2388.03,8166.57,8.4461,392,38.83,23.2218,76
195,642.4,1590.34,1421.88,553.55,2388.08,9084.23,47.36,521.68,2388.04,8163.14,8.4053,394,38.77,23.215,75
196,642.36,1596.19,1412.29,553.47,2388.05,9088.43,47.57,521.4,2388.03,8161.26,8.4615,394,38.74,23.3996,74
113,643.26,1596.12,1415.38,552.35,2388.14,9038.58,47.47,520.61,2388.16,8120.35,8.4536,393,38.62,23.2642,76
114,643.31,1590.48,1411.76,552.62,2388.2,9046.25,47.58,521.3,2388.17,8115.41,8.4292,393,38.68,23.2137,75
115,643.01,1598.31,1408.65,552.68,2388.14,9046.07,47.69,521.42,2388.16,8118.47,8.4618,392,38.75,23.2763,74
116,642.85,1594.33,1413.04,553.41,2388.13,9043.45,47.72,520.72,2388.1,8117.11,8.4525,392,38.75,23.1882,73
117,643.36,1593.99,1411.06,553.51,2388.19,9045.74,47.69,520.81,2388.2,8123.53,8.4787,391,38.86,23.2211,72
118,642.68,1593.66,1420.65,552.54,2388.18,9033.72,47.77,520.91,2388.2,8119.29,8.4578,395,38.59,23.326,71
119,643.15,1598.18,1417.57,553.83,2388.18,9045.46,47.64,520.88,2388.24,8122.8,8.4266,392,38.83,23.2015,70
120,642.88,1591.39,1411.38,553.03,2388.18,9038.35,47.79,520.86,2388.18,8117.44,8.4439,394,38.76,23.1803,69
121,642.64,1588.74,1411.89,552.17,2388.16,9041.43,47.66,520.7,2388.16,8121.6,8.4645,393,38.63,23.261,68
122,642.8,1600.48,1415.47,553.1,2388.18,9041.95,47.65,521.3,2388.15,8119.97,8.471,394,38.79,23.3114,67
123,642.93,1591.88,1411.83,552.6,2388.18,9038.22,47.87,520.61,2388.16,8120.84,8.4667,396,38.65,23.2467,66
124,642.77,1587.78,1412.33,552.94,2388.19,9032.18,47.85,520.24,2388.19,8111.71,8.4617,393,38.75,23.1654,65
